"idDadosRepresa";"idReservatorio";"dataMedida";"nivelReservatorio";"volUtilReservatorio";"porVolUtilReservatorio";"geracao";"vazaoAfluente";"vazaoDefluente";"produtividade";"vazaoTurbinada";"vazaoVertida";"vazaoTurbinadaVazio"
"1";"8";"2003-10-01";"433.5799865722656";\N;\N;\N;"31";"663";\N;"663";"0";\N
"2";"8";"2003-10-02";"433.510009765625";\N;\N;\N;"36";"668";\N;"668";"0";\N
"3";"8";"2003-10-03";"433.4400024414062";\N;\N;\N;"34";"666";\N;"666";"0";\N
"4";"8";"2003-10-04";"433.3699951171875";\N;\N;\N;"29";"661";\N;"661";"0";\N
"5";"8";"2003-10-05";"433.2999877929688";\N;\N;\N;"28";"660";\N;"660";"0";\N
"6";"8";"2003-10-06";"433.2300109863281";\N;\N;\N;"29";"661";\N;"661";"0";\N
"7";"8";"2003-10-07";"433.1799926757812";\N;\N;\N;"232";"683";\N;"683";"0";\N
"8";"8";"2003-10-08";"433.1099853515625";\N;\N;\N;"234";"686";\N;"686";"0";\N
"9";"8";"2003-10-09";"433.0400085449219";\N;\N;\N;"258";"709";\N;"709";"0";\N
"10";"8";"2003-10-10";"432.989990234375";\N;\N;\N;"409";"680";\N;"680";"0";\N
"11";"8";"2003-10-11";"432.8999938964844";\N;\N;\N;"287";"739";\N;"739";"0";\N
"12";"8";"2003-10-12";"432.8500061035156";\N;\N;\N;"408";"859";\N;"859";"0";\N
"13";"8";"2003-10-13";"432.7699890136719";\N;\N;\N;"283";"1005";\N;"1005";"0";\N
"14";"8";"2003-10-14";"432.6600036621094";\N;\N;\N;"33";"1027";\N;"1027";"0";\N
"15";"8";"2003-10-15";"432.5499877929688";\N;\N;\N;"34";"1027";\N;"1027";"0";\N
"16";"8";"2003-10-16";"432.4500122070312";\N;\N;\N;"124";"1026";\N;"1026";"0";\N
"17";"8";"2003-10-17";"432.3399963378906";\N;\N;\N;"34";"1027";\N;"1027";"0";\N
"18";"8";"2003-10-18";"432.25";\N;\N;\N;"216";"1028";\N;"1028";"0";\N
"19";"8";"2003-10-19";"432.1499938964844";\N;\N;\N;"87";"1029";\N;"1029";"0";\N
"20";"8";"2003-10-20";"432.0400085449219";\N;\N;\N;"38";"1031";\N;"1031";"0";\N
"21";"8";"2003-10-21";"431.9299926757812";\N;\N;\N;"39";"1032";\N;"1032";"0";\N
"22";"8";"2003-10-22";"431.8299865722656";\N;\N;\N;"26";"928";\N;"928";"0";\N
"23";"8";"2003-10-23";"431.7200012207031";\N;\N;\N;"52";"1045";\N;"1045";"0";\N
"24";"8";"2003-10-24";"431.6499938964844";\N;\N;\N;"412";"1044";\N;"1044";"0";\N
"25";"8";"2003-10-25";"431.5400085449219";\N;\N;\N;"45";"1038";\N;"1038";"0";\N
"26";"8";"2003-10-26";"431.4400024414062";\N;\N;\N;"61";"963";\N;"963";"0";\N
"27";"8";"2003-10-27";"431.3299865722656";\N;\N;\N;"50";"1043";\N;"1043";"0";\N
"28";"8";"2003-10-28";"431.239990234375";\N;\N;\N;"231";"1044";\N;"1044";"0";\N
"29";"8";"2003-10-29";"431.1300048828125";\N;\N;\N;"50";"1043";\N;"1043";"0";\N
"30";"8";"2003-10-30";"431.0199890136719";\N;\N;\N;"52";"1045";\N;"1045";"0";\N
"31";"8";"2003-10-31";"430.9400024414062";\N;\N;\N;"326";"1048";\N;"1048";"0";\N
"32";"8";"2003-11-01";"430.8699951171875";\N;\N;\N;"59";"691";\N;"691";"0";\N
"33";"8";"2003-11-02";"430.8399963378906";\N;\N;\N;"413";"684";\N;"684";"0";\N
"34";"8";"2003-11-03";"430.7699890136719";\N;\N;\N;"122";"754";\N;"754";"0";\N
"35";"8";"2003-11-04";"430.6799926757812";\N;\N;\N;"229";"1041";\N;"1041";"0";\N
"36";"8";"2003-11-05";"430.6099853515625";\N;\N;\N;"447";"1079";\N;"1079";"0";\N
"37";"8";"2003-11-06";"430.510009765625";\N;\N;\N;"145";"1048";\N;"1048";"0";\N
"38";"8";"2003-11-07";"430.4400024414062";\N;\N;\N;"299";"931";\N;"931";"0";\N
"39";"8";"2003-11-08";"430.3399963378906";\N;\N;\N;"112";"1015";\N;"1015";"0";\N
"40";"8";"2003-11-09";"430.25";\N;\N;\N;"203";"1015";\N;"1015";"0";\N
"41";"8";"2003-11-10";"430.1400146484375";\N;\N;\N;"24";"1017";\N;"1017";"0";\N
"42";"8";"2003-11-11";"430.0400085449219";\N;\N;\N;"116";"1019";\N;"1019";"0";\N
"43";"8";"2003-11-12";"429.9299926757812";\N;\N;\N;"63";"959";\N;"959";"0";\N
"44";"8";"2003-11-13";"429.8500061035156";\N;\N;\N;"408";"1019";\N;"1019";"0";\N
"45";"8";"2003-11-14";"429.739990234375";\N;\N;\N;"182";"1022";\N;"1022";"0";\N
"46";"8";"2003-11-15";"429.6600036621094";\N;\N;\N;"269";"880";\N;"880";"0";\N
"47";"8";"2003-11-16";"429.5899963378906";\N;\N;\N;"455";"990";\N;"990";"0";\N
"48";"8";"2003-11-17";"429.489990234375";\N;\N;\N;"247";"1011";\N;"1011";"0";\N
"49";"8";"2003-11-18";"429.4299926757812";\N;\N;\N;"298";"756";\N;"756";"0";\N
"50";"8";"2003-11-19";"429.3699951171875";\N;\N;\N;"212";"670";\N;"670";"0";\N
"51";"8";"2003-11-20";"429.3599853515625";\N;\N;\N;"594";"670";\N;"670";"0";\N
"52";"8";"2003-11-21";"429.3200073242188";\N;\N;\N;"365";"671";\N;"671";"0";\N
"53";"8";"2003-11-22";"429.2799987792969";\N;\N;\N;"366";"672";\N;"672";"0";\N
"54";"8";"2003-11-23";"429.2300109863281";\N;\N;\N;"292";"674";\N;"674";"0";\N
"55";"8";"2003-11-24";"429.1700134277344";\N;\N;\N;"215";"674";\N;"674";"0";\N
"56";"8";"2003-11-25";"429.1099853515625";\N;\N;\N;"215";"674";\N;"674";"0";\N
"57";"8";"2003-11-26";"429.0700073242188";\N;\N;\N;"370";"676";\N;"676";"0";\N
"58";"8";"2003-11-27";"429.010009765625";\N;\N;\N;"217";"675";\N;"675";"0";\N
"59";"8";"2003-11-28";"428.9500122070312";\N;\N;\N;"216";"675";\N;"675";"0";\N
"60";"8";"2003-11-29";"428.9100036621094";\N;\N;\N;"371";"677";\N;"677";"0";\N
"61";"8";"2003-11-30";"428.8800048828125";\N;\N;\N;"418";"647";\N;"647";"0";\N
"62";"8";"2003-12-01";"428.8599853515625";\N;\N;\N;"590";"743";\N;"743";"0";\N
"63";"8";"2003-12-02";"428.7900085449219";\N;\N;\N;"436";"970";\N;"970";"0";\N
"64";"8";"2003-12-03";"428.7200012207031";\N;\N;\N;"497";"1032";\N;"1032";"0";\N
"65";"8";"2003-12-04";"428.6300048828125";\N;\N;\N;"292";"979";\N;"979";"0";\N
"66";"8";"2003-12-05";"428.5499877929688";\N;\N;\N;"404";"1015";\N;"1015";"0";\N
"67";"8";"2003-12-06";"428.489990234375";\N;\N;\N;"559";"1018";\N;"1018";"0";\N
"68";"8";"2003-12-07";"428.3999938964844";\N;\N;\N;"290";"978";\N;"978";"0";\N
"69";"8";"2003-12-08";"428.3699951171875";\N;\N;\N;"579";"808";\N;"808";"0";\N
"70";"8";"2003-12-09";"428.3599853515625";\N;\N;\N;"710";"786";\N;"786";"0";\N
"71";"8";"2003-12-10";"428.2999877929688";\N;\N;\N;"559";"1017";\N;"1017";"0";\N
"72";"8";"2003-12-11";"428.25";\N;\N;\N;"392";"774";\N;"774";"0";\N
"73";"8";"2003-12-12";"428.2000122070312";\N;\N;\N;"297";"679";\N;"679";"0";\N
"74";"8";"2003-12-13";"428.1499938964844";\N;\N;\N;"379";"761";\N;"761";"0";\N
"75";"8";"2003-12-14";"428.0499877929688";\N;\N;\N;"258";"1022";\N;"1022";"0";\N
"76";"8";"2003-12-15";"427.9800109863281";\N;\N;\N;"491";"1025";\N;"1025";"0";\N
"77";"8";"2003-12-16";"427.8500061035156";\N;\N;\N;"34";"1027";\N;"1027";"0";\N
"78";"8";"2003-12-17";"427.7699890136719";\N;\N;\N;"72";"683";\N;"683";"0";\N
"79";"8";"2003-12-18";"427.6900024414062";\N;\N;\N;"56";"667";\N;"667";"0";\N
"80";"8";"2003-12-19";"427.6099853515625";\N;\N;\N;"53";"664";\N;"664";"0";\N
"81";"8";"2003-12-20";"427.5499877929688";\N;\N;\N;"253";"711";\N;"711";"0";\N
"82";"8";"2003-12-21";"427.4800109863281";\N;\N;\N;"142";"676";\N;"676";"0";\N
"83";"8";"2003-12-22";"427.4200134277344";\N;\N;\N;"217";"675";\N;"675";"0";\N
"84";"8";"2003-12-23";"427.3500061035156";\N;\N;\N;"198";"732";\N;"732";"0";\N
"85";"8";"2003-12-24";"427.25";\N;\N;\N;"216";"980";\N;"980";"0";\N
"86";"8";"2003-12-25";"427.2099914550781";\N;\N;\N;"414";"720";\N;"720";"0";\N
"87";"8";"2003-12-26";"427.1099853515625";\N;\N;\N;"124";"888";\N;"888";"0";\N
"88";"8";"2003-12-27";\N;\N;\N;\N;\N;"804";\N;"804";"0";\N
"89";"8";"2003-12-28";"427.010009765625";\N;\N;\N;"180";"639";\N;"639";"0";\N
"90";"8";"2003-12-29";"426.9500122070312";\N;\N;\N;"491";"949";\N;"949";"0";\N
"91";"8";"2003-12-30";"426.8500061035156";\N;\N;\N;"259";"1023";\N;"1023";"0";\N
"92";"8";"2003-12-31";"426.7699890136719";\N;\N;\N;"356";"967";\N;"967";"0";\N
"93";"8";"2004-01-01";"426.7200012207031";\N;\N;\N;"201";"583";\N;"583";"0";\N
"94";"8";"2004-01-02";"426.739990234375";\N;\N;\N;"733";"580";\N;"580";"0";\N
"95";"8";"2004-01-03";"426.739990234375";\N;\N;\N;"587";"587";\N;"587";"0";\N
"96";"8";"2004-01-04";"426.7099914550781";\N;\N;\N;"398";"627";\N;"627";"0";\N
"97";"8";"2004-01-05";"426.6700134277344";\N;\N;\N;"484";"790";\N;"790";"0";\N
"98";"8";"2004-01-06";"426.5700073242188";\N;\N;\N;"254";"1018";\N;"1018";"0";\N
"99";"8";"2004-01-07";"426.489990234375";\N;\N;\N;"388";"999";\N;"999";"0";\N
"100";"8";"2004-01-08";"426.4700012207031";\N;\N;\N;"442";"595";\N;"595";"0";\N
"101";"8";"2004-01-09";"426.4599914550781";\N;\N;\N;"516";"592";\N;"592";"0";\N
"102";"8";"2004-01-10";"426.4599914550781";\N;\N;\N;"591";"591";\N;"591";"0";\N
"103";"8";"2004-01-11";"426.4700012207031";\N;\N;\N;"669";"592";\N;"592";"0";\N
"104";"8";"2004-01-12";"426.5299987792969";\N;\N;\N;"1054";"596";\N;"596";"0";\N
"105";"8";"2004-01-13";"426.6000061035156";\N;\N;\N;"1129";"595";\N;"595";"0";\N
"106";"8";"2004-01-14";"426.739990234375";\N;\N;\N;"1664";"594";\N;"594";"0";\N
"107";"8";"2004-01-15";"426.8099975585938";\N;\N;\N;"1129";"595";\N;"595";"0";\N
"108";"8";"2004-01-16";"426.9100036621094";\N;\N;\N;"1357";"593";\N;"593";"0";\N
"109";"8";"2004-01-17";"427.0400085449219";\N;\N;\N;"1584";"591";\N;"591";"0";\N
"110";"8";"2004-01-18";"427.1300048828125";\N;\N;\N;"1277";"590";\N;"590";"0";\N
"111";"8";"2004-01-19";"427.1900024414062";\N;\N;\N;"1049";"591";\N;"591";"0";\N
"112";"8";"2004-01-20";"427.25";\N;\N;\N;"1049";"590";\N;"590";"0";\N
"113";"8";"2004-01-21";"427.2999877929688";\N;\N;\N;"973";"591";\N;"591";"0";\N
"114";"8";"2004-01-22";"427.4100036621094";\N;\N;\N;"1429";"589";\N;"589";"0";\N
"115";"8";"2004-01-23";"427.5799865722656";\N;\N;\N;"1886";"588";\N;"588";"0";\N
"116";"8";"2004-01-24";"427.75";\N;\N;\N;"1884";"586";\N;"586";"0";\N
"117";"8";"2004-01-25";"427.8800048828125";\N;\N;\N;"1576";"583";\N;"583";"0";\N
"118";"8";"2004-01-26";"428.0700073242188";\N;\N;\N;"2031";"580";\N;"580";"0";\N
"119";"8";"2004-01-27";"428.3399963378906";\N;\N;\N;"2640";"578";\N;"578";"0";\N
"120";"8";"2004-01-28";"428.6700134277344";\N;\N;\N;"3096";"575";\N;"575";"0";\N
"121";"8";"2004-01-29";"429.010009765625";\N;\N;\N;"3170";"573";\N;"573";"0";\N
"122";"8";"2004-01-30";"429.2300109863281";\N;\N;\N;"2254";"574";\N;"574";"0";\N
"123";"8";"2004-01-31";"429.4299926757812";\N;\N;\N;"2100";"572";\N;"572";"0";\N
"124";"8";"2004-02-01";"429.5700073242188";\N;\N;\N;"1641";"571";\N;"571";"0";\N
"125";"8";"2004-02-02";"429.6900024414062";\N;\N;\N;"1485";"569";\N;"569";"0";\N
"126";"8";"2004-02-03";"429.8500061035156";\N;\N;\N;"1793";"571";\N;"571";"0";\N
"127";"8";"2004-02-04";"430.0499877929688";\N;\N;\N;"2166";"569";\N;"569";"0";\N
"128";"8";"2004-02-05";"430.2300109863281";\N;\N;\N;"2192";"567";\N;"567";"0";\N
"129";"8";"2004-02-06";"430.3500061035156";\N;\N;\N;"1667";"584";\N;"584";"0";\N
"130";"8";"2004-02-07";"430.4500122070312";\N;\N;\N;"1491";"588";\N;"588";"0";\N
"131";"8";"2004-02-08";"430.6300048828125";\N;\N;\N;"2209";"584";\N;"584";"0";\N
"132";"8";"2004-02-09";"430.8299865722656";\N;\N;\N;"2389";"584";\N;"584";"0";\N
"133";"8";"2004-02-10";"431.25";\N;\N;\N;"4374";"583";\N;"583";"0";\N
"134";"8";"2004-02-11";"431.7900085449219";\N;\N;\N;"5458";"583";\N;"583";"0";\N
"135";"8";"2004-02-12";"432.1900024414062";\N;\N;\N;"4192";"581";\N;"581";"0";\N
"136";"8";"2004-02-13";"432.6900024414062";\N;\N;\N;"5094";"580";\N;"580";"0";\N
"137";"8";"2004-02-14";"433.0499877929688";\N;\N;\N;"3693";"573";\N;"573";"0";\N
"138";"8";"2004-02-15";"433.3500061035156";\N;\N;\N;"3276";"568";\N;"568";"0";\N
"139";"8";"2004-02-16";"433.6700134277344";\N;\N;\N;"3458";"569";\N;"569";"0";\N
"140";"8";"2004-02-17";"433.9100036621094";\N;\N;\N;"2732";"565";\N;"565";"0";\N
"141";"8";"2004-02-18";"434.1300048828125";\N;\N;\N;"2559";"573";\N;"573";"0";\N
"142";"8";"2004-02-19";"434.3699951171875";\N;\N;\N;"2748";"581";\N;"581";"0";\N
"143";"8";"2004-02-20";"434.6799926757812";\N;\N;\N;"3167";"369";\N;"369";"0";\N
"144";"8";"2004-02-21";"434.9800109863281";\N;\N;\N;"3287";"579";\N;"579";"0";\N
"145";"8";"2004-02-22";"435.2999877929688";\N;\N;\N;"4022";"577";\N;"577";"0";\N
"146";"8";"2004-02-23";"435.6499938964844";\N;\N;\N;"4383";"575";\N;"575";"0";\N
"147";"8";"2004-02-24";"435.9200134277344";\N;\N;\N;"3516";"578";\N;"578";"0";\N
"148";"8";"2004-02-25";"436.1700134277344";\N;\N;\N;"3312";"592";\N;"592";"0";\N
"149";"8";"2004-02-26";"436.3500061035156";\N;\N;\N;"2550";"591";\N;"591";"0";\N
"150";"8";"2004-02-27";"436.5700073242188";\N;\N;\N;"2983";"589";\N;"589";"0";\N
"151";"8";"2004-02-28";"436.7300109863281";\N;\N;\N;"2330";"589";\N;"589";"0";\N
"152";"8";"2004-02-29";"436.8999938964844";\N;\N;\N;"2437";"588";\N;"588";"0";\N
"153";"8";"2004-03-01";"437.0599975585938";\N;\N;\N;"2329";"588";\N;"588";"0";\N
"154";"8";"2004-03-02";"437.1700134277344";\N;\N;\N;"1797";"600";\N;"600";"0";\N
"155";"8";"2004-03-03";"437.2999877929688";\N;\N;\N;"2047";"633";\N;"633";"0";\N
"156";"8";"2004-03-04";"437.4299926757812";\N;\N;\N;"2000";"585";\N;"585";"0";\N
"157";"8";"2004-03-05";"437.6099853515625";\N;\N;\N;"2544";"585";\N;"585";"0";\N
"158";"8";"2004-03-06";"437.7999877929688";\N;\N;\N;"2651";"584";\N;"584";"0";\N
"159";"8";"2004-03-07";"437.9800109863281";\N;\N;\N;"2538";"580";\N;"580";"0";\N
"160";"8";"2004-03-08";"438.1099853515625";\N;\N;\N;"2013";"599";\N;"599";"0";\N
"161";"8";"2004-03-09";"438.2099914550781";\N;\N;\N;"1667";"579";\N;"579";"0";\N
"162";"8";"2004-03-10";"438.2799987792969";\N;\N;\N;"1345";"583";\N;"583";"0";\N
"163";"8";"2004-03-11";"438.3500061035156";\N;\N;\N;"1338";"577";\N;"577";"0";\N
"164";"8";"2004-03-12";"438.4100036621094";\N;\N;\N;"1228";"576";\N;"576";"0";\N
"165";"8";"2004-03-13";"438.4599914550781";\N;\N;\N;"1118";"574";\N;"574";"0";\N
"166";"8";"2004-03-14";"438.5700073242188";\N;\N;\N;"1765";"568";\N;"568";"0";\N
"167";"8";"2004-03-15";"438.6900024414062";\N;\N;\N;"1878";"573";\N;"573";"0";\N
"168";"8";"2004-03-16";"438.8099975585938";\N;\N;\N;"1895";"589";\N;"589";"0";\N
"169";"8";"2004-03-17";"438.9299926757812";\N;\N;\N;"1895";"589";\N;"589";"0";\N
"170";"8";"2004-03-18";"439.0499877929688";\N;\N;\N;"1892";"587";\N;"587";"0";\N
"171";"8";"2004-03-19";"439.2200012207031";\N;\N;\N;"2427";"578";\N;"578";"0";\N
"172";"8";"2004-03-20";"439.3500061035156";\N;\N;\N;"1984";"570";\N;"570";"0";\N
"173";"8";"2004-03-21";"439.4800109863281";\N;\N;\N;"1984";"570";\N;"570";"0";\N
"174";"8";"2004-03-22";"439.6199951171875";\N;\N;\N;"2094";"571";\N;"571";"0";\N
"175";"8";"2004-03-23";"439.75";\N;\N;\N;"1983";"569";\N;"569";"0";\N
"176";"8";"2004-03-24";"439.8699951171875";\N;\N;\N;"1878";"572";\N;"572";"0";\N
"177";"8";"2004-03-25";"440";\N;\N;\N;"1986";"571";\N;"571";"0";\N
"178";"8";"2004-03-26";"440.0799865722656";\N;\N;\N;"1572";"572";\N;"572";"0";\N
"179";"8";"2004-03-27";"440.1700134277344";\N;\N;\N;"1695";"570";\N;"570";"0";\N
"180";"8";"2004-03-28";"440.2300109863281";\N;\N;\N;"1321";"571";\N;"571";"0";\N
"181";"8";"2004-03-29";"440.3299865722656";\N;\N;\N;"1818";"568";\N;"568";"0";\N
"182";"8";"2004-03-30";"440.4100036621094";\N;\N;\N;"1569";"569";\N;"569";"0";\N
"183";"8";"2004-03-31";"440.4800109863281";\N;\N;\N;"1449";"574";\N;"574";"0";\N
"184";"8";"2004-04-01";"440.5499877929688";\N;\N;\N;"1444";"569";\N;"569";"0";\N
"185";"8";"2004-04-02";"440.6099853515625";\N;\N;\N;"1321";"571";\N;"571";"0";\N
"186";"8";"2004-04-03";"440.6700134277344";\N;\N;\N;"1317";"567";\N;"567";"0";\N
"187";"8";"2004-04-04";"440.739990234375";\N;\N;\N;"1448";"573";\N;"573";"0";\N
"188";"8";"2004-04-05";"440.8099975585938";\N;\N;\N;"1445";"570";\N;"570";"0";\N
"189";"8";"2004-04-06";"440.8900146484375";\N;\N;\N;"1581";"581";\N;"581";"0";\N
"190";"8";"2004-04-07";"440.9400024414062";\N;\N;\N;"1214";"589";\N;"589";"0";\N
"191";"8";"2004-04-08";"441.0199890136719";\N;\N;\N;"1589";"589";\N;"589";"0";\N
"192";"8";"2004-04-09";"441.0700073242188";\N;\N;\N;"1215";"590";\N;"590";"0";\N
"193";"8";"2004-04-10";"441.1900024414062";\N;\N;\N;"2088";"588";\N;"588";"0";\N
"194";"8";"2004-04-11";"441.25";\N;\N;\N;"1342";"592";\N;"592";"0";\N
"195";"8";"2004-04-12";"441.3299865722656";\N;\N;\N;"1591";"591";\N;"591";"0";\N
"196";"8";"2004-04-13";"441.4500122070312";\N;\N;\N;"2084";"584";\N;"584";"0";\N
"197";"8";"2004-04-14";"441.5299987792969";\N;\N;\N;"1585";"585";\N;"585";"0";\N
"198";"8";"2004-04-15";"441.6199951171875";\N;\N;\N;"1706";"581";\N;"581";"0";\N
"199";"8";"2004-04-16";"441.7099914550781";\N;\N;\N;"1705";"580";\N;"580";"0";\N
"200";"8";"2004-04-17";"441.7900085449219";\N;\N;\N;"1577";"577";\N;"577";"0";\N
"201";"8";"2004-04-18";"441.8200073242188";\N;\N;\N;"957";"582";\N;"582";"0";\N
"202";"8";"2004-04-19";"441.8900146484375";\N;\N;\N;"1393";"518";\N;"518";"0";\N
"203";"8";"2004-04-20";"441.9299926757812";\N;\N;\N;"1083";"583";\N;"583";"0";\N
"204";"8";"2004-04-21";"441.9599914550781";\N;\N;\N;"958";"583";\N;"583";"0";\N
"205";"8";"2004-04-22";"442";\N;\N;\N;"1083";"583";\N;"583";"0";\N
"206";"8";"2004-04-23";"442.0299987792969";\N;\N;\N;"957";"582";\N;"582";"0";\N
"207";"8";"2004-04-24";"442.0499877929688";\N;\N;\N;"836";"586";\N;"586";"0";\N
"208";"8";"2004-04-25";"442.0599975585938";\N;\N;\N;"710";"585";\N;"585";"0";\N
"209";"8";"2004-04-26";"442.1000061035156";\N;\N;\N;"1083";"583";\N;"583";"0";\N
"210";"8";"2004-04-27";"442.1099853515625";\N;\N;\N;"700";"575";\N;"575";"0";\N
"211";"8";"2004-04-28";"442.1300048828125";\N;\N;\N;"833";"583";\N;"583";"0";\N
"212";"8";"2004-04-29";"442.1900024414062";\N;\N;\N;"1333";"583";\N;"583";"0";\N
"213";"8";"2004-04-30";"442.2099914550781";\N;\N;\N;"925";"675";\N;"675";"0";\N
"214";"8";"2004-05-01";"442.2300109863281";\N;\N;\N;"832";"582";\N;"582";"0";\N
"215";"8";"2004-05-02";"442.25";\N;\N;\N;"841";"591";\N;"591";"0";\N
"216";"8";"2004-05-03";"442.2699890136719";\N;\N;\N;"828";"578";\N;"578";"0";\N
"217";"8";"2004-05-04";"442.2799987792969";\N;\N;\N;"718";"593";\N;"593";"0";\N
"218";"8";"2004-05-05";"442.2699890136719";\N;\N;\N;"459";"584";\N;"584";"0";\N
"219";"8";"2004-05-06";"442.2900085449219";\N;\N;\N;"826";"576";\N;"576";"0";\N
"220";"8";"2004-05-07";"442.2999877929688";\N;\N;\N;"707";"582";\N;"582";"0";\N
"221";"8";"2004-05-08";"442.3200073242188";\N;\N;\N;"832";"582";\N;"582";"0";\N
"222";"8";"2004-05-09";"442.3200073242188";\N;\N;\N;"582";"582";\N;"582";"0";\N
"223";"8";"2004-05-10";"442.3399963378906";\N;\N;\N;"835";"585";\N;"585";"0";\N
"224";"8";"2004-05-11";"442.3399963378906";\N;\N;\N;"585";"585";\N;"585";"0";\N
"225";"8";"2004-05-12";"442.3500061035156";\N;\N;\N;"711";"586";\N;"586";"0";\N
"226";"8";"2004-05-13";"442.3399963378906";\N;\N;\N;"489";"614";\N;"614";"0";\N
"227";"8";"2004-05-14";"442.3399963378906";\N;\N;\N;"605";"605";\N;"605";"0";\N
"228";"8";"2004-05-15";"442.3500061035156";\N;\N;\N;"708";"583";\N;"583";"0";\N
"229";"8";"2004-05-16";"442.3599853515625";\N;\N;\N;"708";"583";\N;"583";"0";\N
"230";"8";"2004-05-17";"442.3800048828125";\N;\N;\N;"833";"583";\N;"583";"0";\N
"231";"8";"2004-05-18";"442.3800048828125";\N;\N;\N;"583";"583";\N;"583";"0";\N
"232";"8";"2004-05-19";"442.3800048828125";\N;\N;\N;"614";"614";\N;"614";"0";\N
"233";"8";"2004-05-20";"442.3699951171875";\N;\N;\N;"477";"602";\N;"602";"0";\N
"234";"8";"2004-05-21";"442.3800048828125";\N;\N;\N;"718";"593";\N;"593";"0";\N
"235";"8";"2004-05-22";"442.3800048828125";\N;\N;\N;"580";"580";\N;"580";"0";\N
"236";"8";"2004-05-23";"442.3699951171875";\N;\N;\N;"455";"580";\N;"580";"0";\N
"237";"8";"2004-05-24";"442.3699951171875";\N;\N;\N;"580";"580";\N;"580";"0";\N
"238";"8";"2004-05-25";"442.3699951171875";\N;\N;\N;"582";"582";\N;"582";"0";\N
"239";"8";"2004-05-26";"442.3699951171875";\N;\N;\N;"592";"592";\N;"592";"0";\N
"240";"8";"2004-05-27";"442.3699951171875";\N;\N;\N;"581";"581";\N;"581";"0";\N
"241";"8";"2004-05-28";"442.3500061035156";\N;\N;\N;"337";"587";\N;"587";"0";\N
"242";"8";"2004-05-29";"442.3500061035156";\N;\N;\N;"587";"587";\N;"587";"0";\N
"243";"8";"2004-05-30";"442.3399963378906";\N;\N;\N;"462";"587";\N;"587";"0";\N
"244";"8";"2004-05-31";"442.3299865722656";\N;\N;\N;"464";"589";\N;"589";"0";\N
"245";"8";"2004-06-01";"442.3200073242188";\N;\N;\N;"463";"588";\N;"588";"0";\N
"246";"8";"2004-06-02";"442.3099975585938";\N;\N;\N;"459";"584";\N;"584";"0";\N
"247";"8";"2004-06-03";"442.3099975585938";\N;\N;\N;"584";"584";\N;"584";"0";\N
"248";"8";"2004-06-04";"442.2900085449219";\N;\N;\N;"333";"583";\N;"583";"0";\N
"249";"8";"2004-06-05";"442.3099975585938";\N;\N;\N;"833";"583";\N;"583";"0";\N
"250";"8";"2004-06-06";"442.2900085449219";\N;\N;\N;"331";"581";\N;"581";"0";\N
"251";"8";"2004-06-07";"442.2900085449219";\N;\N;\N;"583";"583";\N;"583";"0";\N
"252";"8";"2004-06-08";"442.25";\N;\N;\N;"85";"585";\N;"585";"0";\N
"253";"8";"2004-06-09";"442.25";\N;\N;\N;"583";"583";\N;"583";"0";\N
"254";"8";"2004-06-10";"442.239990234375";\N;\N;\N;"460";"585";\N;"585";"0";\N
"255";"8";"2004-06-11";"442.2300109863281";\N;\N;\N;"475";"600";\N;"600";"0";\N
"256";"8";"2004-06-12";"442.2099914550781";\N;\N;\N;"327";"577";\N;"577";"0";\N
"257";"8";"2004-06-13";"442.2000122070312";\N;\N;\N;"457";"582";\N;"582";"0";\N
"258";"8";"2004-06-14";"442.1900024414062";\N;\N;\N;"456";"581";\N;"581";"0";\N
"259";"8";"2004-06-15";"442.1700134277344";\N;\N;\N;"335";"585";\N;"585";"0";\N
"260";"8";"2004-06-16";"442.1499938964844";\N;\N;\N;"245";"495";\N;"495";"0";\N
"261";"8";"2004-06-17";"442.1400146484375";\N;\N;\N;"454";"579";\N;"579";"0";\N
"262";"8";"2004-06-18";"442.1300048828125";\N;\N;\N;"426";"551";\N;"551";"0";\N
"263";"8";"2004-06-19";"442.1199951171875";\N;\N;\N;"467";"592";\N;"592";"0";\N
"264";"8";"2004-06-20";"442.1000061035156";\N;\N;\N;"336";"586";\N;"586";"0";\N
"265";"8";"2004-06-21";"442.0899963378906";\N;\N;\N;"468";"593";\N;"593";"0";\N
"266";"8";"2004-06-22";"442.0599975585938";\N;\N;\N;"220";"595";\N;"595";"0";\N
"267";"8";"2004-06-23";"442.0499877929688";\N;\N;\N;"471";"596";\N;"596";"0";\N
"268";"8";"2004-06-24";"442.0299987792969";\N;\N;\N;"360";"610";\N;"610";"0";\N
"269";"8";"2004-06-25";"442.010009765625";\N;\N;\N;"334";"584";\N;"584";"0";\N
"270";"8";"2004-06-26";"441.989990234375";\N;\N;\N;"339";"589";\N;"589";"0";\N
"271";"8";"2004-06-27";"441.9700012207031";\N;\N;\N;"341";"591";\N;"591";"0";\N
"272";"8";"2004-06-28";"441.9500122070312";\N;\N;\N;"347";"597";\N;"597";"0";\N
"273";"8";"2004-06-29";"441.9299926757812";\N;\N;\N;"341";"591";\N;"591";"0";\N
"274";"8";"2004-06-30";"441.8999938964844";\N;\N;\N;"216";"591";\N;"591";"0";\N
"275";"8";"2004-07-01";"441.8999938964844";\N;\N;\N;"596";"596";\N;"596";"0";\N
